DateTime,FluX_tNr,Nr_F,Nr_qc,Nr_C,Nox_C,NEE,NEE_qc,Rg,Temp,RH,VPD,Precip,ws,wd,ustar
2016-07-14 16:30:00,-5.45047,-5.45047,1,3.61,1.304,NA,1,119.8,9.77644,92.6132,0.894596,0.39,2.60057,285.016,0.688315
2016-07-14 17:00:00,-14.6241,-14.6241,0,3.6,1.78591,NA,1,184.7,9.56978,89.5995,1.24218,0.78,4.47346,319.446,0.910938
2016-07-14 17:30:00,-5.98784,-5.98784,1,3.66,1.38904,NA,2,187.8,9.22098,90.3171,1.1296,0,4.10835,317.425,0.656877
2016-07-14 18:00:00,-3.05149,-3.05149,0,3.6,1.70441,NA,1,43.8,9.48149,85.6857,1.6995,0,3.55221,336.527,0.640236
2016-07-14 18:30:00,NA,NA,2,3.59,1.35715,4.02484,1,111.9,9.33689,83.6793,1.9189,0,2.78601,332.839,0.665424
2016-07-14 19:00:00,-3.20503,-3.20503,0,3.62,1.06659,3.81124,0,66.3,9.1592,84.4955,1.8012,0,2.22446,324.211,0.473396
2016-07-14 19:30:00,-14.7777,-14.7777,0,3.88,1.03824,7.79453,1,36.3,9.34702,82.2809,2.08474,0,2.52913,314.009,0.536857
2016-07-14 20:00:00,6.2949,6.2949,1,4.33,1.11974,2.10429,0,12.2,9.50645,81.1103,2.24649,0,1.66434,306.381,0.355372
2016-07-14 20:30:00,-9.42316,-9.42316,1,4.36,1.09139,9.51724,0,1.1,9.30051,82.4792,2.05496,0,1.43912,305.462,0.335575
2016-07-14 21:00:00,-8.84741,-8.84741,1,4.31,1.25085,NA,0,0,8.72962,88.2837,1.32212,0,0.977204,273.684,0.259358
2016-07-14 21:30:00,-9.88377,-9.88377,1,4.71,1.4103,NA,1,0,8.32044,91.1425,0.972136,0,0.345774,254.334,0.133202
2016-07-14 22:00:00,16.6585,16.6585,1,4.55,1.54496,NA,1,0,8.08951,92.6273,0.796551,0,0.480298,248.964,0.1687
2016-07-14 22:30:00,NA,NA,2,4.5,1.59811,NA,1,0,7.54334,95.012,0.519173,0,0.298218,147.64,0.11393
2016-07-14 23:00:00,NA,NA,2,5.99,1.43511,NA,2,0,7.66916,95.6623,0.455393,0,0.333057,46.0207,0.1
2016-07-14 23:30:00,-15.4878,-15.4878,1,4.91,1.43511,NA,1,0,7.71166,96.1077,0.409813,0,0.223606,3.22999,0.161332
2016-07-15 00:00:00,-2.72523,-2.72523,0,4.35,1.46346,NA,1,0,7.50072,97.3139,0.278765,0,0.185478,82.9682,0.191684
2016-07-15 00:30:00,NA,NA,2,4.18,1.25085,NA,1,0,7.14896,97.5962,0.243525,0,0.362563,308.918,0.120249
2016-07-15 01:00:00,NA,NA,1,5.03,1.304,NA,2,0,6.9953,98.0062,0.199859,0,0.147993,9.13796,0.0923
2016-07-15 01:30:00,NA,NA,0,5.25,1.304,NA,1,0,7.21028,98.1975,0.18338,0,0.594675,34.1435,0.0796
2016-07-15 02:00:00,-8.46358,-8.46358,1,4.89,1.46346,NA,1,0,7.25614,96.2721,0.380454,0,0.667023,300.405,0.210092
2016-07-15 02:30:00,NA,NA,2,5.03,2.02333,NA,1,0,7.50948,93.3367,0.691933,0,0.837105,295.069,0.231139
2016-07-15 03:00:00,-53.1612,-53.1612,0,5.35,2.07293,25.9024,0,0,7.85718,89.2192,1.14644,0,1.69695,267.022,0.364065
2016-07-15 03:30:00,-7.67671,-7.67671,0,5.06,2.26074,NA,0,0,7.28247,92.0915,0.808562,0,0.826389,276.432,0.256449
2016-07-15 04:00:00,-8.44438,-8.44438,0,5.17,2.20759,NA,0,0,6.41747,95.986,0.38666,0,0.508034,95.4457,0.253136
2016-07-15 04:30:00,-4.47168,-4.47168,0,5.24,2.18278,NA,0,1.8,6.40823,97.0326,0.285657,0,0.875221,117.048,0.136663
2016-07-15 05:00:00,23.6059,23.6059,1,5.12,2.31389,-16.2699,1,15.9,6.46315,97.0993,0.280299,0,0.161417,203.807,0.312971
2016-07-15 05:30:00,-17.6948,-17.6948,1,5.17,2.37059,-11.6447,1,57.2,6.62115,97.3685,0.257078,0,1.02049,135.398,0.271272
2016-07-15 06:00:00,-17.4453,-17.4453,0,5.09,2.29263,-7.76412,1,62.6,6.99256,96.7522,0.325504,0,0.766943,140.891,0.136909
2016-07-15 06:30:00,-24.5655,-24.5655,0,5.22,2.56193,9.96309,1,107.4,8.07251,93.1078,0.743775,0,1.62888,279.727,0.451607
2016-07-15 07:00:00,-14.4514,-14.4514,0,5.22,2.77454,-1.5758,1,134.8,8.45126,90.7177,1.02785,0,2.13663,271.083,0.446457
2016-07-15 07:30:00,-10.6131,-10.6131,0,5.4,3.09346,-2.66177,1,120.3,8.63408,90.7236,1.04003,0,2.51941,265.958,0.533645
2016-07-15 08:00:00,-13.5686,-13.5686,0,5.25,3.55057,NA,2,189.7,8.98389,89.5369,1.20121,0,2.38633,297.515,0.536756
2016-07-15 08:30:00,-14.1635,-14.1635,0,4.95,3.44426,-6.98816,0,186,9.25814,88.1759,1.38286,0,2.01007,299.666,0.788757
2016-07-15 09:00:00,NA,NA,2,4.84,2.9907,-10.966,0,160.3,9.49902,87.7674,1.45405,0,1.51522,283.988,0.556483
2016-07-15 09:30:00,NA,NA,2,4.7,2.72139,-4.97958,0,188.9,9.7433,85.8109,1.71457,0,2.23121,301.913,0.517678
2016-07-15 10:00:00,-20.1514,-20.1514,1,4.85,2.55839,-5.43883,0,121.2,9.69033,87.9028,1.4566,0,1.58665,272.453,0.456579
2016-07-15 10:30:00,NA,NA,2,4.72,2.88085,-14.5718,1,130.5,9.9672,87.1341,1.57824,0,1.73719,274.044,0.697312
2016-07-15 11:00:00,-12.9928,-12.9928,0,4.15,2.80643,-9.75889,0,298.4,10.7038,81.7941,2.34611,0,2.47597,294.438,0.556146
2016-07-15 11:30:00,-6.16056,-6.16056,1,4.4,2.58201,-14.7185,0,268.3,10.8514,81.5641,2.39922,0,1.92664,302.548,0.540544
2016-07-15 12:00:00,NA,NA,2,4.31,2.35759,-10.2018,0,326.1,10.9417,79.5892,2.67226,0,2.18683,300.842,0.518686
2016-07-15 12:30:00,NA,NA,2,4.32,2.13317,-13.9045,0,208.7,11.1047,78.3915,2.85992,0,2.38427,308.766,0.524587
2016-07-15 13:00:00,-11.1312,-11.1312,0,4.38,2.10837,-19.9454,0,341.3,11.4232,77.0571,3.10145,0,1.99398,309.606,0.676556
2016-07-15 13:30:00,-13.012,-13.012,1,4.46,2.43083,-17.1922,0,303.9,11.1964,79.5196,2.72719,0,2.45871,281.155,0.646268
2016-07-15 14:00:00,-8.96256,-8.96256,1,4.46,2.50878,-4.22976,0,299.5,10.6894,80.5204,2.50783,0,2.93572,305.068,0.735702
2016-07-15 14:30:00,NA,NA,2,4.38,2.61154,-13.9175,0,112.9,11.1181,76.9358,3.0553,0,1.98135,317.715,0.531455
2016-07-15 15:00:00,NA,NA,2,4.35,2.16152,-18.8349,0,304,11.7644,75.4587,3.39331,0,1.78828,280.208,0.578382
2016-07-15 15:30:00,-9.59589,-9.59589,0,4.32,2.10837,-6.06186,0,306,11.4369,76.4535,3.18593,0,1.99828,274.014,0.441795
2016-07-15 16:00:00,-10.3444,-10.3444,1,4.24,1.97372,-0.612943,0,122,11.2463,75.2787,3.30283,0,2.02686,299.41,0.434442
2016-07-15 16:30:00,NA,NA,2,3.86,1.81072,-4.33781,0,78.8,11.4134,74.2219,3.48243,0,3.4732,338.891,0.666265
2016-07-15 17:00:00,NA,NA,2,3.94,1.49535,-6.78881,0,160.8,11.5851,71.3505,3.91463,0,3.32752,326.871,0.639537
2016-07-15 17:30:00,-9.48074,-9.48074,0,3.95,1.38904,-6.32262,0,232.7,11.6588,72.8756,3.72436,0,2.33045,325.009,0.439024
2016-07-15 18:00:00,-10.4595,-10.4595,0,4.14,1.2792,-1.01598,1,178.7,11.2409,75.0729,3.32914,0,3.31687,333.939,0.534182
2016-07-15 18:30:00,-7.7151,-7.7151,1,4.03,1.35715,NA,2,95,11.0805,76.7224,3.07589,0,2.25263,342.321,0.386529
2016-07-15 19:00:00,-10.5747,-10.5747,0,4.35,1.35715,1.08603,1,57.3,11.0505,75.9438,3.17242,0,0.68087,313.746,0.172894
2016-07-15 19:30:00,-25.717,-25.717,0,4.02,1.14454,3.40215,1,28.9,10.6335,80.7892,2.46401,0,0.142836,58.8109,0.326482
2016-07-15 20:00:00,-7.79186,-7.79186,0,4.36,0.985087,-7.81994,1,9.8,10.0152,86.51,1.66013,0,0.259076,47.5307,0.130303
2016-07-15 20:30:00,NA,NA,2,4.28,0.878783,NA,1,0.3,9.55902,86.9675,1.55541,0,0.762706,2.86732,0.0424
2016-07-15 21:00:00,-8.84741,-8.84741,1,4.12,0.90713,NA,2,0,9.19851,89.9765,1.16756,0,0.215791,339.427,0.18261
2016-07-15 21:30:00,-7.06258,-7.06258,1,3.95,0.82563,NA,2,0,9.33252,88.8235,1.31369,0,0.529113,69.4253,0.224594
2016-07-15 22:00:00,NA,NA,2,4.28,1.09139,NA,2,0,9.38964,88.377,1.37144,0,0.287302,40.8955,0.22138
2016-07-15 22:30:00,NA,NA,2,4.3,1.25085,NA,1,0,9.35611,87.867,1.42839,0,1.22661,10.651,0.0941
2016-07-15 23:00:00,-10.2868,-10.2868,0,4.37,1.46346,14.7263,0,0,9.94156,81.2247,2.29918,0,2.80505,0.294476,0.341141
2016-07-15 23:30:00,-10.0565,-10.0565,0,4.32,1.62291,10.166,0,0,10.0676,79.4417,2.5389,0,2.8177,357.957,0.325062
2016-07-16 00:00:00,-5.18178,-5.18178,1,4.24,1.51661,14.0141,0,0,9.86148,80.4049,2.3867,0,2.16792,358.56,0.336955
2016-07-16 00:30:00,-8.25247,-8.25247,0,4.28,1.46346,NA,1,0,9.55803,81.9719,2.15149,0,0.963181,6.28166,0.258144
2016-07-16 01:00:00,-10.306,-10.306,0,4.35,1.27565,9.21244,0,0,9.67491,81.302,2.24905,0,1.40705,7.9253,0.2948
2016-07-16 01:30:00,-10.5555,-10.5555,0,4.26,1.304,19.8602,0,0,9.77999,81.0197,2.29919,0,1.83455,7.34783,0.300759
2016-07-16 02:00:00,-6.00703,-6.00703,0,4.24,1.2225,NA,0,0,9.78383,81.3118,2.2644,0,2.04852,9.5344,0.265986
2016-07-16 02:30:00,-12.5514,-12.5514,0,4.19,1.35715,21.3731,0,0,9.74331,81.3821,2.24974,0,1.98326,8.62641,0.332546
2016-07-16 03:00:00,-6.7747,-6.7747,0,4.17,1.3288,NA,0,0,10.103,77.6498,2.76674,0,2.65359,3.35134,0.25988
2016-07-16 03:30:00,3.37775,3.37775,1,4.21,1.27565,NA,1,0,9.93707,76.8701,2.83158,0,2.64988,3.71183,0.262081
2016-07-16 04:00:00,-5.27774,-5.27774,0,4.24,1.1977,NA,0,0,8.92195,84.3118,1.79355,0,1.80921,20.7071,0.128898
2016-07-16 04:30:00,NA,NA,0,4.07,1.25085,NA,2,1.3,8.42865,87.9651,1.33061,0,0.587583,42.3719,0.0686
2016-07-16 05:00:00,-7.84944,-7.84944,1,4.1,1.09139,-5.50648,0,10.4,8.26273,89.8905,1.1052,0,0.356625,313.54,0.120312
2016-07-16 05:30:00,-13.2615,-13.2615,0,4.26,0.985087,-8.07133,0,26.3,8.60704,88.5656,1.27963,0,0.194571,78.0841,0.0919
2016-07-16 06:00:00,-15.5453,-15.5453,0,4.2,0.850435,NA,2,58.4,9.29236,85.2159,1.73303,0,0.361672,272.326,0.178218
2016-07-16 06:30:00,-20.7271,-20.7271,0,4.49,1.22604,NA,2,167.3,11.147,72.0205,3.71356,0,1.80369,299.606,0.526987
2016-07-16 07:00:00,27.2523,27.2523,1,4.56,1.17289,-11.4974,0,342.6,11.7867,67.7072,4.4717,0,3.38364,328.201,0.808892
2016-07-16 07:30:00,-6.87066,-6.87066,0,4.51,1.06659,-10.9794,0,458.6,11.8246,68.2135,4.41263,0,2.43151,318.291,0.599298
2016-07-16 08:00:00,-7.61914,-7.61914,1,4.53,1.06659,-15.7536,1,338,11.8394,67.2902,4.54525,0,1.28717,322.227,0.458763
2016-07-16 08:30:00,-13.012,-13.012,0,4.45,0.985087,-7.80294,0,206.3,11.9196,63.6218,5.08187,0,2.90956,349.358,0.432234
2016-07-16 09:00:00,-1.31848,-1.31848,0,4.42,0.878783,-10.6487,0,175.6,12.0071,63.7639,5.09134,0,3.52688,343.02,0.592407
2016-07-16 09:30:00,21.8786,21.8786,1,4.37,0.878783,-23.8096,0,255.1,12.4703,61.6184,5.55987,0,3.46252,330.73,0.886571
2016-07-16 10:00:00,-9.23125,-9.23125,1,4.64,0.90713,-14.1661,0,486.2,12.8713,58.5137,6.16992,0,3.98934,321.343,0.690152
2016-07-16 10:30:00,NA,NA,2,4.71,1.03824,-11.9372,0,411.4,13.2233,59.9194,6.09976,0,2.52363,315.808,0.588406
2016-07-16 11:00:00,-12.4747,-12.4747,0,4.65,1.09139,-13.9873,0,248.2,13.0908,60.9567,5.89066,0,2.66597,329.491,0.587776
2016-07-16 11:30:00,-11.1504,-11.1504,1,4.85,1.09139,-15.5547,1,267.9,13.6717,58.6576,6.47857,0,2.43275,338.869,0.424244
2016-07-16 12:00:00,-15.7948,-15.7948,0,4.77,1.03824,-19.0314,0,448.2,14.146,56.0012,7.11066,0,3.19497,330.728,0.667741
2016-07-16 12:30:00,-23.414,-23.414,1,4.83,1.0028,-10.0561,1,594.6,14.2185,57.6904,6.86992,0,2.77648,324.612,0.302283
2016-07-16 13:00:00,NA,NA,2,4.9,0.96737,-12.8283,0,418.2,14.7425,56.0067,7.38959,0,2.38918,323.655,0.402423
2016-07-16 13:30:00,NA,NA,2,4.88,0.931935,-15.2227,0,330.3,15.0466,57.3781,7.30097,0,2.30687,306.471,0.573243
2016-07-16 14:00:00,-17.6564,-17.6564,0,4.99,1.03824,-12.3365,0,406.3,15.4471,55.4042,7.83836,0,2.82383,304.637,0.592468
2016-07-16 14:30:00,-19.1918,-19.1918,1,5.09,1.09139,-19.2565,0,570.4,16.1051,53.643,8.49854,0,2.55814,326.219,0.491108
2016-07-16 15:00:00,16.8888,16.8888,1,4.97,1.2792,-10.4386,0,673.1,16.2031,52.6099,8.74242,0,2.95827,319.569,0.661281
2016-07-16 15:30:00,-13.914,-13.914,0,5.01,1.22604,-10.6668,0,480.9,16.3592,52.3823,8.87231,0,2.71535,321.436,0.497158
2016-07-16 16:00:00,NA,NA,2,5.05,1.1977,-12.0842,0,419.6,16.7143,50.9008,9.35743,0,2.79739,319.358,0.620684
2016-07-16 16:30:00,-5.94945,-5.94945,0,4.99,1.14454,-5.94182,0,342.8,16.4419,51.7199,9.04323,0,3.31886,331.468,0.552881
2016-07-16 17:00:00,-8.15651,-8.15651,1,5.32,1.2792,-7.67738,0,251.4,16.4555,52.8855,8.83258,0,1.97035,331.315,0.480877
2016-07-16 17:30:00,-4.41411,-4.41411,1,5.36,1.16935,-2.69782,0,203.9,16.5801,53.5311,8.78087,0,2.40443,315.498,0.355523
2016-07-16 18:00:00,19.3837,19.3837,0,5.52,1.3288,-2.30153,0,185.5,16.0589,56.708,7.91326,0,1.72773,326.099,0.356349
2016-07-16 18:30:00,-7.54237,-7.54237,0,5.23,1.304,-0.205665,1,163.6,16.0024,56.8192,7.86449,0,2.43407,309.139,0.324721
2016-07-16 19:00:00,-2.802,-2.802,1,5.02,1.27565,1.74502,1,97,14.7492,64.2646,6.0051,0,1.94296,335.851,0.140019
2016-07-16 19:30:00,-5.1434,-5.1434,1,5.17,1.304,0.441847,1,34,13.6506,70.0873,4.68103,0,1.56099,352.144,0.0747
2016-07-16 20:00:00,-1.52958,-1.52958,1,5.35,1.4103,-0.254685,1,8.4,12.7998,74.4859,3.77676,0,1.50685,4.60692,0.0753
2016-07-16 20:30:00,NA,NA,0,5.25,1.43511,NA,1,0.2,12.2999,76.5047,3.36553,0,1.06103,4.52617,0.0906
2016-07-16 21:00:00,NA,NA,1,5.09,1.46346,NA,1,0,11.9975,77.6657,3.13608,0,1.21626,357.577,0.0655
2016-07-16 21:30:00,-16.3514,-16.3514,0,5.07,1.54141,NA,0,0,13.3131,70.2049,4.56112,0,2.34716,347.82,0.257609
2016-07-16 22:00:00,-8.44438,-8.44438,0,5.22,1.72922,NA,0,0,13.6089,69.3135,4.78909,0,2.66066,0.96653,0.147896
2016-07-16 22:30:00,NA,NA,1,5.23,1.94183,NA,2,0,13.101,72.0796,4.21529,0,2.11718,1.2591,0.0703
2016-07-16 23:00:00,-14.8736,-14.8736,1,5.21,1.83552,NA,1,0,12.2817,77.3009,3.24758,0,1.34684,358.606,0.158383
2016-07-16 23:30:00,NA,NA,1,5.18,1.72922,NA,2,0,12.0983,79.2067,2.93919,0,1.33839,12.1156,0.0898
2016-07-17 00:00:00,-10.3252,-10.3252,1,5.49,1.72922,NA,1,0,11.9888,81.4302,2.60599,0,0.240653,359.994,0.111384
2016-07-17 00:30:00,-15.8716,-15.8716,1,4.83,1.59457,11.2044,1,0,13.4713,77.1967,3.52703,0,2.75731,347.047,0.295454
2016-07-17 01:00:00,NA,NA,2,4.96,1.75757,NA,0,0,13.8793,76.3715,3.75305,0,3.04139,354.234,0.24838
2016-07-17 01:30:00,NA,NA,2,5.12,1.78237,NA,1,0,14.0007,75.952,3.84994,0,2.26638,359.657,0.21696
2016-07-17 02:00:00,-5.29693,-5.29693,1,5.03,1.64772,6.92311,0,0,14.122,75.7606,3.91124,0,2.46669,350.653,0.33151
2016-07-17 02:30:00,-14.7777,-14.7777,0,5.17,1.72922,NA,0,0,14.1895,75.732,3.93303,0,2.59524,350.657,0.220173
2016-07-17 03:00:00,-4.62522,-4.62522,0,5.18,1.59457,NA,0,0,14.156,76.9134,3.73347,0,2.80283,341.777,0.264022
2016-07-17 03:30:00,-16.6201,-16.6201,0,5.34,1.75757,7.06579,0,0,14.1798,77.4212,3.65697,0,2.62065,352.753,0.370904
2016-07-17 04:00:00,-14.7201,-14.7201,0,5.41,1.67607,24.0138,1,0,13.6275,81.8105,2.84218,0,1.76405,4.64939,0.309313
2016-07-17 04:30:00,NA,NA,2,5.12,1.54496,NA,1,0,12.6535,86.97,1.91036,0,0.400424,216.384,0.0689
2016-07-17 05:00:00,NA,NA,0,5.7,1.62291,NA,1,1.3,12.2125,89.2298,1.5339,0,0.272641,327.908,0.0904
2016-07-17 05:30:00,-25.9089,-25.9089,1,5.15,1.62291,NA,1,4.2,11.912,92.8039,1.00476,0.1,1.04813,129.776,0.101275
2016-07-17 06:00:00,-21.3029,-21.3029,1,5.25,1.51661,-5.7006,0,11.6,12.0034,90.9818,1.2668,0,0.64429,148.852,0.0854
2016-07-17 06:30:00,-17.0999,-17.0999,1,5.83,1.88867,9.94723,1,23.8,11.9291,92.3894,1.06384,0,0.269344,209.303,0.0985
2016-07-17 07:00:00,-38.3836,-38.3836,1,5.73,1.83552,15.0097,0,28.6,11.8935,93.0341,0.971433,0,0.200093,312.134,0.115382
2016-07-17 07:30:00,-53.9289,-53.9289,0,4.8,1.91702,-5.12545,0,73.8,12.2341,92.7202,1.03828,0,0.94506,174.196,0.321139
2016-07-17 08:00:00,-7.17773,-7.17773,0,4.84,1.78591,-12.5952,1,207.8,12.7545,89.7098,1.5187,0,0.474152,233.655,0.167054
2016-07-17 08:30:00,-104.595,-104.595,1,5.45,1.99852,-21.4029,1,215.8,13.4682,87.8732,1.8753,0,0.564834,146.618,0.271431
2016-07-17 09:00:00,-19.3837,-19.3837,0,4.96,2.18633,-12.3377,0,215,14.246,85.5901,2.34394,0,1.29883,238.762,0.384695
2016-07-17 09:30:00,-10.9009,-10.9009,0,4.82,2.34578,-17.0745,0,250.7,15.0353,83.5989,2.80742,0,1.67829,220.486,0.522084
2016-07-17 10:00:00,-51.434,-51.434,0,4.84,1.91702,-13.6598,0,276.3,15.2645,83.1181,2.93266,0,2.45413,272.583,0.648157
2016-07-17 10:30:00,-13.0888,-13.0888,0,4.78,1.75757,-25.9466,0,288.6,16.1951,80.5848,3.57986,0,2.09301,253.584,0.561598
2016-07-17 11:00:00,-27.8281,-27.8281,1,4.5,1.81072,-37.8096,0,539.2,16.6755,79.1118,3.97112,0,2.44518,258.29,0.849486
2016-07-17 11:30:00,-30.1311,-30.1311,0,4.41,1.51661,-15.3114,0,579,16.6007,79.4886,3.88098,0,2.67546,271.695,0.693922
2016-07-17 12:00:00,-7.73429,-7.73429,1,4.37,1.35715,-18.9844,0,285.3,16.6968,79.8791,3.83042,0,2.45049,273.043,0.610939
2016-07-17 12:30:00,-19.7675,-19.7675,0,4.5,1.304,-14.9146,1,312.7,16.5604,81.9293,3.41042,0,2.67086,276.26,0.630564
2016-07-17 13:00:00,-10.1716,-10.1716,0,4.42,1.59811,-31.5734,0,270.6,16.6403,82.2533,3.36632,0,2.05909,286.333,0.646523
2016-07-17 13:30:00,-28.4038,-28.4038,1,3.93,1.41149,NA,1,376,17.4432,77.5106,4.48866,0,2.59835,277.642,0.460116
2016-07-17 14:00:00,NA,NA,2,3.81,1.22486,NA,2,274.6,17.361,80.1412,3.94307,0,1.70115,282.189,0.464951
2016-07-17 14:30:00,-12.3979,-12.3979,0,3.71,1.03824,NA,0,358.7,17.2851,81.0093,3.75266,0,2.35778,257.897,0.596847
2016-07-17 15:00:00,-12.0141,-12.0141,0,3.77,1.14454,-11.0372,0,257,17.3536,80.8208,3.80637,0,2.39406,259.141,0.509925
2016-07-17 15:30:00,NA,NA,2,3.62,1.1977,-32.034,0,304.5,18.1903,77.6418,4.67752,0,1.61525,256.993,0.6336
2016-07-17 16:00:00,-7.13934,-7.13934,0,3.51,0.878783,NA,1,448.1,18.1642,77.056,4.79219,0,2.16693,245.532,0.478186
2016-07-17 16:30:00,26.4847,26.4847,0,3.54,0.74413,NA,2,176.9,15.9518,91.1233,1.61147,0,2.24696,265.744,0.472858
2016-07-17 17:00:00,14.5666,14.5666,1,3.81,0.715783,NA,2,48.8,15.9167,96.0939,0.707524,1.56,0.445403,238.98,0.361802
2016-07-17 17:30:00,9.92215,9.92215,1,3.66,0.850435,NA,1,205,16.2441,96.0614,0.728484,0.3,0.631057,246.592,0.360812
2016-07-17 18:00:00,-24.9493,-24.9493,0,3.87,0.715783,NA,1,118.1,16.1838,96.2893,0.683704,0,0.713157,170.732,0.158819
2016-07-17 18:30:00,-2.20705,-2.20705,0,3.62,0.768935,-0.798074,0,120,16.149,96.0375,0.728471,0,1.13067,193.612,0.193903
2016-07-17 19:00:00,-4.4333,-4.4333,1,3.74,0.768935,NA,2,63.5,16.029,97.0404,0.53995,0,1.0885,183.318,0.122074
2016-07-17 19:30:00,NA,NA,2,4.33,0.953196,NA,1,13.9,15.8557,97.8077,0.395547,0,0.905365,180.292,0.0432
